user_id;name;age;gender;job_category;job_title;preferred_coffee_type;visit_frequency;average_spend;average_rating;cafes_visited;time_preferences;mood_activity;is_international
U0991;Ming Martinez;34;neutral;Medical;Medical Resident;['Frappe', 'Americano', 'Cappuccino'];4;47.45;3.72;6;['afternoon'];meeting;TRUE
U0992;Freya Gonzalez;55;female;Support Staff;Campus Maintenance;['Filter Coffee', 'Frappe'];11;31.52;3.98;14;['afternoon'];working;TRUE
U0993;Ryu Smirnov;31;male;Professional;Mental Health Counselor;['Herbal Tea'];14;31.42;0.0;0;['morning'];reading;TRUE
U0994;Neslihan Aykon;44;female;Professional;Career Counselor;['Filter Coffee'];5;35.46;3.77;6;['morning'];relaxing;FALSE
U0995;Ahmed Thomas;41;male;Support Staff;Laboratory Technician;['Cold Brew'];10;48.64;3.69;11;['evening'];meeting;TRUE
U0996;Alperen Aymirza;46;male;Support Staff;Research Technician;['Americano'];11;22.6;3.15;2;['evening'];working;FALSE
U0997;İbrahim Ayveroğlu;29;male;Administrative;University Administrator;['Frappe', 'Turkish Tea'];11;44.47;3.94;7;['evening'];working;FALSE
U0998;Vedat Ahsenullah;47;male;Administrative;IT Support;['Americano', 'Turkish Coffee'];5;46.11;4.0;6;['morning'];reading;FALSE
U0999;Yasmin Rodriguez;25;female;Student;Engineering Student;['Latte', 'Americano', 'Macchiato'];13;19.98;4.13;14;['afternoon', 'evening'];group study;TRUE
U1000;Melih Ayşen;47;male;Academic;Assistant Professor;['Flat White', 'Iced Latte', 'Espresso'];7;42.18;3.99;7;['evening'];meeting;FALSE
U1001;Tolga Barlık;48;male;Administrative;Library Staff;['Turkish Coffee', 'Turkish Tea', 'Macchiato'];5;44.19;0.0;0;['morning', 'evening'];group study;FALSE
U1002;Yeliz Barlıkçı;29;female;Professional;Career Counselor;['Cappuccino', 'Latte', 'Frappe'];12;28.43;3.86;14;['evening', 'afternoon'];meeting;FALSE
U1003;Murat Aydıncan;29;male;Medical;Clinical Researcher;['Espresso', 'Latte', 'Iced Latte'];13;46.58;4.28;5;['evening', 'afternoon'];meeting;FALSE
U1004;Gülbahar Barlas;27;female;Student;Undergraduate Student;['Americano', 'Flat White', 'Cappuccino'];21;10.73;3.95;13;['morning'];working;FALSE
U1005;Divya Suzuki;51;female;Academic;Post-doctoral Researcher;['Frappe'];5;23.83;3.9;2;['afternoon'];working;TRUE
U1006;Leila Wagner;38;female;Support Staff;Campus Maintenance;['Latte', 'Frappe', 'Mocha'];11;42.55;3.64;5;['afternoon'];studying;TRUE
U1007;Jian Anderson;54;male;Support Staff;Cafeteria Staff;['Frappe', 'Macchiato'];14;33.22;3.84;7;['evening', 'afternoon'];working;TRUE
U1008;Furkan Ağırtaş;51;male;Professional;Mental Health Counselor;['Filter Coffee', 'Espresso'];4;47.09;3.88;9;['afternoon', 'morning'];reading;FALSE
U1009;Şefika Aydınkaya;48;female;Administrative;Student Affairs Officer;['Herbal Tea'];10;27.72;4.37;7;['afternoon', 'morning'];relaxing;FALSE
U1010;Duru Ayöz;53;neutral;Administrative;Library Staff;['Frappe'];12;59.32;2.9;1;['morning', 'afternoon'];working;FALSE
U1011;Özge Aydoğdu;63;female;Academic;Assistant Professor;['Mocha', 'Affogato'];10;40.68;4.26;8;['morning'];relaxing;FALSE
U1012;Min-ho Popov;44;male;Support Staff;Bookstore Staff;['Cappuccino', 'Mocha'];12;51.09;3.84;5;['evening', 'afternoon'];relaxing;TRUE
U1013;Gözde Aytunç;52;female;Academic;Research Assistant;['Herbal Tea', 'Espresso', 'Turkish Coffee'];4;29.18;4.18;14;['afternoon', 'morning'];studying;FALSE
U1014;Büşra Adil;48;female;Medical;Medical Technician;['Mocha', 'Americano'];14;26.49;3.99;12;['afternoon'];group study;FALSE
U1015;Yusuf Demir;48;male;Professional;Campus Architect;['Espresso'];6;47.6;3.98;10;['morning', 'afternoon'];socializing;FALSE
U1016;Ryu Evans;31;male;Medical;Pharmacist;['Herbal Tea'];11;43.44;3.9;3;['morning', 'afternoon'];group study;TRUE
U1017;Emre Ayvermiş;32;male;Professional;Financial Advisor;['Cappuccino', 'Turkish Coffee'];8;33.82;4.08;5;['afternoon'];relaxing;FALSE
U1018;Ülkü Ayveroğluoğlu;54;female;Administrative;Library Staff;['Herbal Tea', 'Mocha'];11;22.42;3.85;10;['evening'];working;FALSE
U1019;Tuğçe Ayman;21;female;Student;Engineering Student;['Cold Brew', 'Frappe', 'Affogato'];12;21.12;3.63;7;['afternoon'];reading;FALSE
U1020;Aslan Baro;42;male;Professional;Career Counselor;['Iced Latte'];10;42.16;3.95;11;['morning', 'evening'];socializing;FALSE
U1021;Turgay Ahyan;27;male;Support Staff;Campus Maintenance;['Americano', 'Affogato', 'Mocha'];6;46.18;0.0;0;['afternoon', 'evening'];relaxing;FALSE
U1022;Zeynep Barlıkçı;46;female;Administrative;Department Secretary;['Espresso', 'Flat White'];12;36.34;3.97;6;['afternoon'];working;FALSE
U1023;Oliver Wójcik;40;male;Support Staff;Campus Maintenance;['Espresso', 'Filter Coffee'];12;28.19;4.8;1;['evening'];reading;TRUE
U1024;Uğur Ayşirin;54;male;Administrative;Student Affairs Officer;['Americano', 'Turkish Coffee'];7;56.18;3.92;13;['evening', 'morning'];reading;FALSE
U1025;Abdullah Ağır;29;male;Professional;University Lawyer;['Americano', 'Iced Latte', 'Turkish Tea'];10;24.32;4.35;13;['afternoon'];studying;FALSE
U1026;Çağla Afacan;32;female;Professional;Financial Advisor;['Frappe', 'Macchiato'];4;24.71;4.29;9;['morning'];socializing;FALSE
U1027;Anastasia Kim;42;female;Academic;Lecturer;['Cold Brew', 'Filter Coffee', 'Latte'];8;55.07;4.12;11;['afternoon', 'evening'];relaxing;TRUE
U1028;Zahide Bahri;43;female;Support Staff;Cafeteria Staff;['Cold Brew', 'Turkish Coffee'];6;24.33;3.93;10;['afternoon', 'morning'];relaxing;FALSE
U1029;Ahmed Kumar;25;male;Administrative;IT Support;['Filter Coffee', 'Affogato', 'Turkish Tea'];14;57.21;0.0;0;['morning', 'afternoon'];group study;TRUE
U1030;Yeliz Azar;55;female;Medical;Clinical Researcher;['Iced Latte', 'Mocha'];5;39.71;4.1;10;['morning', 'evening'];group study;FALSE
U1031;Zeynep Ayöz;29;female;Student;Arts Student;['Iced Latte', 'Filter Coffee'];10;12.83;3.47;9;['morning'];studying;FALSE
U1032;Isabella Kuznetsov;25;female;Student;Master's Student;['Turkish Tea', 'Frappe'];16;18.24;3.5;4;['evening'];relaxing;TRUE
U1033;Rümeysa Aydınkaya;24;female;Professional;Career Counselor;['Turkish Tea', 'Americano'];12;23.87;3.9;1;['afternoon', 'morning'];working;FALSE
U1034;Charlotte Choi;30;female;Support Staff;Cafeteria Staff;['Herbal Tea'];14;38.29;3.38;4;['evening'];relaxing;TRUE
U1035;Helga Ahmed;45;female;Professional;Mental Health Counselor;['Mocha', 'Americano', 'Frappe'];9;21.03;3.4;1;['afternoon', 'morning'];relaxing;TRUE
U1036;Zeki Ağır;39;male;Academic;Visiting Scholar;['Mocha', 'Turkish Tea'];14;30.95;3.9;3;['morning', 'evening'];group study;FALSE
U1037;Nihan Aynur;30;female;Student;Medical Student;['Frappe', 'Latte'];25;16.17;4.24;14;['evening'];studying;FALSE
U1038;Barış Ayvermiş;38;male;Support Staff;Cafeteria Staff;['Flat White', 'Frappe'];4;39.6;4.6;3;['afternoon', 'morning'];relaxing;FALSE
U1039;Alper Ayşın;30;male;Professional;Career Counselor;['Cappuccino', 'Americano', 'Cold Brew'];4;57.62;4.03;12;['evening', 'morning'];reading;FALSE
U1040;Sıla Ayşıl;55;female;Medical;Nurse;['Turkish Coffee', 'Herbal Tea'];8;26.47;3.2;1;['morning'];working;FALSE
U1041;Güneş Ayşen;26;female;Medical;Pharmacist;['Latte', 'Affogato', 'Espresso'];10;33.09;4.7;1;['evening', 'morning'];socializing;FALSE
U1042;Zeki Bakir;37;male;Medical;Hospital Doctor;['Latte', 'Iced Latte', 'Filter Coffee'];12;29.78;4.27;9;['evening', 'morning'];studying;FALSE
U1043;Murat Ayışığı;29;male;Student;Exchange Student;['Mocha'];21;16.62;3.81;10;['afternoon'];studying;FALSE
U1044;Hakan Aydıntaş;45;male;Medical;Clinical Researcher;['Turkish Tea'];4;30.12;4.58;11;['evening'];studying;FALSE
U1045;Bahadır Barlık;26;male;Student;Medical Student;['Turkish Coffee'];13;25.14;3.98;12;['afternoon'];meeting;FALSE
U1046;Pavel Jung;42;male;Medical;Nurse;['Americano'];7;42.18;0.0;0;['afternoon'];group study;TRUE
U1047;Zeynep Azade;27;female;Student;PhD Student;['Herbal Tea', 'Latte', 'Cappuccino'];16;27.79;3.17;7;['morning'];working;FALSE
U1048;Nida Balcı;55;female;Administrative;University Administrator;['Filter Coffee'];15;48.61;4.37;3;['evening', 'morning'];meeting;FALSE
U1049;Zübeyde Ayışığı;29;female;Administrative;University Administrator;['Cappuccino', 'Filter Coffee'];6;48.85;4.18;9;['afternoon', 'morning'];socializing;FALSE
U1050;Zahide Aydınlı;45;female;Administrative;Department Secretary;['Macchiato', 'Mocha', 'Espresso'];9;50.91;0.0;0;['morning', 'evening'];reading;FALSE
U1051;Abdullah Aylin;29;male;Student;Arts Student;['Herbal Tea', 'Frappe'];14;20.45;3.83;3;['evening'];socializing;FALSE
U1052;Duygu Ayşirin;30;female;Academic;Lecturer;['Mocha', 'Cappuccino', 'Macchiato'];9;50.88;3.25;2;['afternoon'];socializing;FALSE
U1053;Hui Jung;38;female;Medical;Pharmacist;['Iced Latte'];6;40.07;3.94;5;['afternoon', 'morning'];group study;TRUE
U1054;Çağrı Ballı;34;neutral;Academic;Post-doctoral Researcher;['Mocha'];6;24.14;4.57;7;['evening', 'afternoon'];studying;FALSE
U1055;Doğan Ağan;26;neutral;Academic;Post-doctoral Researcher;['Affogato', 'Filter Coffee'];8;51.28;3.88;4;['evening'];meeting;FALSE
U1056;İbrahim Aykınsoy;36;male;Administrative;Campus Security;['Iced Latte', 'Mocha'];13;32.53;3.77;6;['afternoon'];group study;FALSE
U1057;Ümit Ayveroğlu;47;male;Administrative;University Administrator;['Cappuccino'];5;41.53;4.43;7;['evening'];socializing;FALSE
U1058;Uğur Ağaç;26;male;Student;Exchange Student;['Iced Latte', 'Flat White', 'Affogato'];25;11.82;3.98;6;['evening'];working;FALSE
U1059;Muhammed Baha;31;male;Administrative;Library Staff;['Turkish Coffee', 'Filter Coffee'];12;50.31;4.29;8;['afternoon', 'morning'];group study;FALSE
U1060;Neslihan Aytimur;28;female;Administrative;Department Secretary;['Americano', 'Iced Latte', 'Cold Brew'];14;28.8;3.7;7;['afternoon'];working;FALSE
U1061;Aykut Barlıkçı;38;neutral;Academic;Associate Professor;['Espresso'];4;20.87;3.69;10;['evening', 'afternoon'];relaxing;FALSE
U1062;Şebnem Aydın;50;female;Support Staff;Campus Maintenance;['Macchiato'];10;45.07;3.55;8;['morning'];reading;FALSE
U1063;Meryem Yılmaz;43;female;Professional;Financial Advisor;['Affogato'];7;22.14;3.55;4;['evening', 'morning'];socializing;FALSE
U1064;Alper Bala;53;male;Professional;Career Counselor;['Frappe'];13;40.09;0.0;0;['evening', 'afternoon'];reading;FALSE
U1065;Ali Azat;44;male;Support Staff;Campus Maintenance;['Affogato', 'Turkish Coffee', 'Americano'];14;37.58;0.0;0;['evening', 'afternoon'];meeting;FALSE
U1066;Nazlı Ahraz;43;female;Academic;Associate Professor;['Latte', 'Americano', 'Turkish Tea'];7;50.72;4.37;3;['morning'];socializing;FALSE
U1067;Astrid Meyer;65;female;Academic;Professor;['Turkish Coffee', 'Cold Brew'];9;34.42;3.68;4;['evening', 'morning'];group study;TRUE
U1068;Deniz Ayman;27;neutral;Academic;Post-doctoral Researcher;['Turkish Tea'];15;39.8;3.93;12;['afternoon', 'evening'];socializing;FALSE
U1069;Sinem Barışkın;28;female;Student;Exchange Student;['Cold Brew'];20;23.5;4.4;1;['afternoon'];reading;FALSE
U1070;Rabia Ayşun;54;female;Medical;Medical Technician;['Iced Latte'];10;26.82;3.79;8;['afternoon', 'morning'];group study;FALSE
U1071;Eda Ayşun;53;female;Administrative;University Administrator;['Turkish Tea'];7;45.17;3.97;3;['evening', 'afternoon'];group study;FALSE
U1072;Leila Pappas;43;female;Academic;Professor;['Affogato', 'Americano'];9;26.32;0.0;0;['afternoon'];studying;TRUE
U1073;Zeynep Ayöztürk;25;female;Student;Master's Student;['Frappe'];24;16.93;3.6;1;['evening', 'morning'];working;FALSE
U1074;Andreas Lopez;42;male;Support Staff;Laboratory Technician;['Filter Coffee'];5;34.68;3.58;5;['evening'];studying;TRUE
U1075;Chiara Nowak;43;female;Academic;Lecturer;['Filter Coffee'];6;44.28;4.4;3;['evening', 'afternoon'];reading;TRUE
U1076;Fatma Ağır;52;female;Support Staff;Research Technician;['Flat White', 'Turkish Tea'];4;34.15;3.92;10;['afternoon'];studying;FALSE
U1077;Uğur Ayşe;50;male;Academic;Post-doctoral Researcher;['Filter Coffee', 'Flat White', 'Americano'];12;38.96;4.35;2;['evening', 'morning'];studying;FALSE
U1078;Turgay Aynacı;23;male;Student;Engineering Student;['Cappuccino', 'Herbal Tea', 'Mocha'];23;20.22;3.8;12;['morning', 'afternoon'];meeting;FALSE
U1079;Ülkü Çelik;28;female;Student;Arts Student;['Macchiato', 'Cold Brew', 'Affogato'];10;13.23;0.0;0;['afternoon', 'evening'];relaxing;FALSE
U1080;Antonio Constantinides;27;male;Student;Engineering Student;['Affogato', 'Turkish Coffee', 'Cappuccino'];14;11.19;3.63;11;['afternoon', 'evening'];reading;TRUE
U1081;Aslan Ayten;44;male;Support Staff;Campus Maintenance;['Frappe'];15;41.07;4.05;2;['morning'];working;FALSE
U1082;Ebru Bala;38;female;Support Staff;Campus Maintenance;['Latte', 'Iced Latte'];6;52.47;4.19;11;['morning'];relaxing;FALSE
U1083;Aslan Ağca;37;male;Medical;Nurse;['Americano', 'Macchiato'];15;54.16;4.1;2;['morning', 'evening'];socializing;FALSE
U1084;Damla Ahyan;27;female;Professional;Campus Architect;['Latte', 'Mocha', 'Macchiato'];6;27.32;4.47;4;['afternoon'];reading;FALSE
U1085;Sinan Ayşın;40;male;Professional;Career Counselor;['Latte', 'Cold Brew'];11;22.99;0.0;0;['evening', 'afternoon'];working;FALSE
U1086;Viktor Constantinides;30;male;Student;Exchange Student;['Mocha'];21;12.31;3.9;1;['morning'];group study;TRUE
U1087;Melike Aynur;45;female;Academic;Visiting Scholar;['Americano', 'Cold Brew'];6;44.34;0.0;0;['evening', 'afternoon'];relaxing;FALSE
U1088;Barış Kaya;39;male;Administrative;IT Support;['Flat White', 'Filter Coffee', 'Mocha'];15;34.78;4.34;5;['morning', 'afternoon'];group study;FALSE
U1089;Ayşen Aytürk;42;neutral;Administrative;Library Staff;['Turkish Tea'];14;58.81;3.6;8;['afternoon', 'morning'];working;FALSE
U1090;Duru Yılmaz;50;neutral;Professional;Mental Health Counselor;['Cold Brew', 'Filter Coffee'];12;41.07;4.5;1;['morning'];socializing;FALSE
U1091;Neslihan Aytekin;36;female;Administrative;Campus Security;['Frappe', 'Espresso'];7;38.51;4.06;5;['afternoon'];group study;FALSE
U1092;Emre Barlıkçı;31;male;Administrative;Department Secretary;['Flat White'];7;35.37;4.73;6;['afternoon'];meeting;FALSE
U1093;Arun Garcia;36;male;Academic;Associate Professor;['Macchiato'];5;20.47;4.28;9;['afternoon'];meeting;TRUE
U1094;Arın Barıştaş;45;neutral;Administrative;University Administrator;['Turkish Coffee', 'Frappe'];9;58.76;3.46;14;['afternoon'];studying;FALSE
U1095;Çınar Ahsin;50;neutral;Academic;Visiting Scholar;['Filter Coffee', 'Cappuccino', 'Turkish Tea'];13;51.92;4.19;11;['afternoon'];studying;FALSE
U1096;Arda Barışkın;28;male;Academic;Lecturer;['Flat White', 'Herbal Tea', 'Affogato'];15;35.87;2.9;1;['morning', 'evening'];meeting;FALSE
U1097;Anastasia Kowalczyk;21;female;Student;Exchange Student;['Filter Coffee'];24;14.05;3.95;4;['evening'];group study;TRUE
U1098;Şefika Ayışığı;28;female;Administrative;Department Secretary;['Cold Brew', 'Flat White'];5;35.43;3.82;6;['evening', 'afternoon'];meeting;FALSE
U1099;Gülbahar Aynaoğlu;48;female;Academic;Lecturer;['Affogato', 'Espresso'];9;35.11;4.02;9;['evening', 'afternoon'];group study;FALSE
U1100;Juan Wilson;43;male;Academic;Professor;['Americano', 'Iced Latte', 'Cold Brew'];5;58.72;4.08;10;['morning', 'evening'];socializing;TRUE
U1101;Alexander Sato;26;male;Medical;Pharmacist;['Cappuccino', 'Cold Brew', 'Espresso'];10;25.27;3.68;8;['evening'];studying;TRUE
U1102;Reyhan Barışkın;46;female;Academic;Assistant Professor;['Affogato'];5;32.9;3.79;7;['afternoon', 'morning'];relaxing;FALSE
U1103;Giorgio Liu;23;male;Student;Medical Student;['Herbal Tea', 'Turkish Tea'];22;20.44;4.28;6;['evening', 'morning'];working;TRUE
U1104;Raj Takahashi;30;male;Medical;Pharmacist;['Americano'];8;31.14;4.06;5;['morning', 'evening'];meeting;TRUE
U1105;Mikhail Lopez;27;male;Administrative;Campus Security;['Herbal Tea'];12;36.01;3.64;10;['evening'];socializing;TRUE
U1106;Nilay Bahattin;52;female;Professional;Campus Architect;['Flat White', 'Herbal Tea'];7;55.88;3.1;1;['evening'];studying;FALSE
U1107;Sofia Georgiou;33;female;Professional;Financial Advisor;['Affogato', 'Iced Latte'];12;21.54;3.61;14;['morning'];studying;TRUE
U1108;Burak Balkış;50;male;Administrative;Department Secretary;['Flat White', 'Espresso', 'Iced Latte'];15;56.24;4.49;8;['morning', 'afternoon'];socializing;FALSE
U1109;Akın Azra;53;neutral;Professional;Career Counselor;['Turkish Tea'];13;25.53;3.65;14;['morning', 'afternoon'];socializing;FALSE
U1110;Ülkü Aynacı;31;female;Administrative;Student Affairs Officer;['Latte', 'Americano', 'Cappuccino'];8;26.58;3.56;12;['evening', 'afternoon'];group study;FALSE
U1111;Tolga Ağaç;21;male;Student;Engineering Student;['Cold Brew'];15;19.47;3.26;8;['afternoon'];socializing;FALSE
U1112;Arda Ağtaş;33;male;Medical;Nurse;['Cold Brew'];15;22.48;4.6;3;['afternoon', 'evening'];studying;FALSE
U1113;Arif Barlas;33;male;Medical;Hospital Doctor;['Iced Latte', 'Mocha'];12;38.84;4.0;5;['afternoon', 'morning'];studying;FALSE
U1114;Şefika Azay;42;female;Academic;Research Assistant;['Macchiato', 'Espresso', 'Affogato'];14;35.21;3.95;2;['morning', 'evening'];reading;FALSE
U1115;Sofia Zhang;38;female;Medical;Clinical Researcher;['Latte'];5;42.1;3.86;5;['afternoon'];relaxing;TRUE
U1116;Kwame Mohammed;29;male;Medical;Pharmacist;['Espresso'];8;42.18;3.76;10;['evening'];group study;TRUE
U1117;Can Aykol;49;male;Medical;Medical Resident;['Mocha'];6;43.7;3.73;6;['evening', 'morning'];meeting;FALSE
U1118;Zehra Ahsin;28;female;Student;PhD Student;['Cold Brew'];19;21.3;3.98;4;['afternoon', 'morning'];studying;FALSE
U1119;Hakan Ağtaş;31;male;Professional;Financial Advisor;['Flat White'];9;41.88;3.8;1;['evening', 'morning'];working;FALSE
U1120;Eren Bahadır;49;male;Professional;Mental Health Counselor;['Macchiato', 'Herbal Tea', 'Cappuccino'];15;50.45;3.81;12;['afternoon'];meeting;FALSE
U1121;Ebru Barışkın;53;female;Professional;Mental Health Counselor;['Turkish Coffee', 'Americano', 'Espresso'];9;45.78;3.91;14;['afternoon'];group study;FALSE
U1122;Katarina Wang;28;female;Professional;Financial Advisor;['Flat White', 'Iced Latte'];11;53.54;3.55;14;['evening'];studying;TRUE
U1123;Zeynur Barlas;25;female;Professional;Career Counselor;['Cold Brew', 'Turkish Tea'];12;41.19;4.06;10;['morning', 'evening'];group study;FALSE
U1124;Zeynur Ayman;22;female;Student;Arts Student;['Affogato', 'Filter Coffee', 'Macchiato'];15;10.3;3.6;4;['afternoon'];socializing;FALSE
U1125;Aybars Ahraz;48;neutral;Medical;Nurse;['Macchiato'];10;33.42;2.7;1;['evening', 'morning'];meeting;FALSE
U1126;Mehmet Ali Öztürk;43;male;Support Staff;Cafeteria Staff;['Cappuccino'];11;43.15;3.55;12;['morning', 'afternoon'];socializing;FALSE
U1127;Mustafa Aytunç;30;male;Medical;Hospital Doctor;['Mocha', 'Flat White'];6;38.1;4.73;3;['morning'];group study;FALSE
U1128;Zahide Barışcan;39;female;Medical;Pharmacist;['Frappe', 'Herbal Tea'];6;44.89;4.33;13;['morning'];reading;FALSE
U1129;Esra Demir;56;female;Academic;Professor;['Mocha', 'Turkish Tea', 'Iced Latte'];7;31.68;4.22;9;['evening'];group study;FALSE
U1130;Ali Ayşın;41;male;Professional;Financial Advisor;['Latte', 'Cappuccino', 'Flat White'];13;24.21;3.61;10;['afternoon'];group study;FALSE
U1131;Onur Ahsenullah;25;male;Student;Medical Student;['Iced Latte', 'Filter Coffee', 'Cappuccino'];18;22.68;3.9;1;['evening'];relaxing;FALSE
U1132;Yasin Barok;40;male;Professional;Campus Architect;['Cold Brew', 'Iced Latte', 'Cappuccino'];6;24.37;4.06;8;['morning'];socializing;FALSE
U1133;Ramazan Balkır;52;male;Medical;Clinical Researcher;['Flat White'];6;54.32;3.57;3;['evening'];reading;FALSE
U1134;Zafer Aykutsoy;54;male;Medical;Nurse;['Flat White'];14;41.24;4.36;10;['evening', 'afternoon'];studying;FALSE
U1135;Gözde Balcı;50;female;Administrative;Library Staff;['Latte', 'Cold Brew'];6;48.06;3.71;7;['morning'];socializing;FALSE
U1136;Sofia Robert;38;female;Administrative;IT Support;['Cappuccino', 'Turkish Coffee'];14;56.02;3.44;12;['afternoon', 'morning'];working;TRUE
U1137;Bjorn Davies;47;male;Support Staff;Cafeteria Staff;['Turkish Tea'];8;30.12;4.08;8;['evening', 'afternoon'];socializing;TRUE
U1138;Hui Smirnov;42;female;Support Staff;Cafeteria Staff;['Americano'];15;31.01;3.53;3;['evening', 'morning'];meeting;TRUE
U1139;Ayşe Aykan;39;female;Administrative;University Administrator;['Turkish Tea', 'Turkish Coffee', 'Cold Brew'];4;42.41;3.75;11;['morning'];group study;FALSE
U1140;Ayhan Adil;29;neutral;Student;Undergraduate Student;['Macchiato', 'Filter Coffee'];14;26.49;3.68;5;['evening'];meeting;FALSE
U1141;Batur Barokçular;54;male;Professional;University Lawyer;['Affogato'];11;50.92;4.0;6;['evening'];meeting;FALSE
U1142;Nihan Ayvın;47;female;Administrative;IT Support;['Flat White'];4;58.62;3.31;7;['morning'];reading;FALSE
U1143;Emre Aytürk;23;male;Professional;University Lawyer;['Mocha'];15;39.22;0.0;0;['evening', 'morning'];relaxing;FALSE
U1144;Sophia Schneider;46;female;Professional;Campus Architect;['Turkish Coffee', 'Affogato', 'Macchiato'];5;35.34;3.97;11;['morning', 'afternoon'];group study;TRUE
U1145;Çağrı Aynur;36;neutral;Academic;Assistant Professor;['Turkish Tea'];10;21.9;4.45;6;['morning'];working;FALSE
U1146;Müge Aytaş;33;female;Medical;Clinical Researcher;['Espresso', 'Latte'];8;27.8;0.0;0;['evening'];reading;FALSE
U1147;Alexander Robert;55;male;Medical;Clinical Researcher;['Filter Coffee', 'Herbal Tea', 'Macchiato'];5;44.57;3.85;8;['morning', 'afternoon'];relaxing;TRUE
U1148;Mikhail Ferrari;24;male;Academic;Post-doctoral Researcher;['Turkish Tea', 'Iced Latte', 'Cappuccino'];10;49.38;3.83;6;['afternoon', 'evening'];working;TRUE
U1149;Nazlı Ahmetoğlu;24;female;Student;Undergraduate Student;['Frappe'];21;18.03;4.3;1;['evening'];meeting;FALSE
U1150;Lars Kim;30;male;Medical;Nurse;['Frappe'];13;28.45;3.5;4;['afternoon'];working;TRUE
U1151;Ömer Çelik;33;male;Administrative;University Administrator;['Cappuccino'];15;48.31;4.3;3;['morning', 'afternoon'];reading;FALSE
U1152;Muhammed Aymelek;24;male;Medical;Pharmacist;['Mocha'];9;30.07;3.9;13;['afternoon'];relaxing;FALSE
U1153;Ülkü Azap;25;female;Support Staff;Laboratory Technician;['Espresso', 'Mocha', 'Frappe'];4;39.98;4.36;10;['afternoon'];group study;FALSE
U1154;İsmail Barışkan;48;male;Academic;Assistant Professor;['Affogato', 'Espresso', 'Latte'];15;58.3;3.61;12;['evening'];relaxing;FALSE
U1155;Lucas Wiśniewski;48;male;Academic;Professor;['Turkish Tea', 'Cold Brew', 'Frappe'];7;40.94;3.94;8;['afternoon'];working;TRUE
U1156;Arjun Pappas;52;male;Administrative;Student Affairs Officer;['Macchiato', 'Herbal Tea'];12;32.55;4.44;10;['morning', 'evening'];studying;TRUE
U1157;Doğan Acun;49;neutral;Support Staff;Campus Maintenance;['Filter Coffee', 'Cold Brew', 'Latte'];7;56.55;0.0;0;['evening'];studying;FALSE
U1158;Malik Johansson;20;male;Student;Master's Student;['Espresso', 'Flat White'];25;20.28;3.69;10;['afternoon'];socializing;TRUE
U1159;Ümmü Baha;64;female;Academic;Assistant Professor;['Americano'];15;44.45;4.24;10;['evening'];socializing;FALSE
U1160;Aybars Ayşenur;28;neutral;Support Staff;Laboratory Technician;['Cappuccino', 'Americano'];15;52.43;4.03;3;['afternoon', 'evening'];meeting;FALSE
U1161;Sophia Papadopoulos;36;female;Medical;Pharmacist;['Macchiato', 'Latte'];14;32.39;3.7;5;['morning', 'evening'];studying;TRUE
U1162;Zeynur Ahmetcan;37;female;Administrative;Library Staff;['Iced Latte'];10;38.44;4.09;11;['afternoon', 'evening'];working;FALSE
U1163;Murat Bakir;44;male;Professional;Campus Architect;['Turkish Coffee', 'Frappe'];8;57.78;3.83;6;['evening', 'afternoon'];socializing;FALSE
U1164;Müge Aymen;26;female;Medical;Medical Resident;['Latte', 'Turkish Coffee', 'Cold Brew'];15;39.73;3.69;10;['morning'];working;FALSE
U1165;Alp Aytin;36;neutral;Support Staff;Bookstore Staff;['Mocha', 'Cold Brew', 'Flat White'];8;52.96;3.79;10;['evening', 'afternoon'];reading;FALSE
U1166;Açelya Ahsen;39;female;Academic;Professor;['Affogato', 'Frappe', 'Turkish Tea'];5;56.67;3.65;13;['afternoon', 'evening'];relaxing;FALSE
U1167;Sezgin Barışcan;21;male;Student;Undergraduate Student;['Macchiato', 'Turkish Tea', 'Frappe'];17;24.71;4.35;2;['evening'];meeting;FALSE
U1168;Ebru Azap;25;female;Professional;University Lawyer;['Turkish Coffee'];10;32.86;4.3;1;['morning'];working;FALSE
U1169;Leila Al-Sayed;49;female;Support Staff;Bookstore Staff;['Herbal Tea', 'Cappuccino'];13;43.96;4.35;8;['afternoon'];meeting;TRUE
U1170;Noor Russo;43;female;Support Staff;Research Technician;['Herbal Tea'];8;29.36;4.29;10;['morning', 'evening'];relaxing;TRUE
U1171;Ömer Acun;21;male;Student;Arts Student;['Americano', 'Macchiato', 'Turkish Coffee'];16;24.51;4.05;4;['morning', 'afternoon'];reading;FALSE
U1172;Mei Watanabe;25;female;Academic;Visiting Scholar;['Affogato', 'Flat White', 'Latte'];15;45.78;3.92;13;['afternoon', 'morning'];meeting;TRUE
U1173;Sıla Ballı;50;female;Administrative;Department Secretary;['Iced Latte', 'Cold Brew'];6;51.63;4.19;14;['morning', 'evening'];relaxing;FALSE
U1174;Çınar Aydınlı;23;neutral;Student;PhD Student;['Turkish Coffee', 'Cappuccino', 'Latte'];17;21.94;4.05;4;['morning', 'afternoon'];relaxing;FALSE
U1175;Alper Aydınkaya;48;male;Medical;Medical Resident;['Affogato', 'Espresso', 'Turkish Tea'];6;32.13;4.19;9;['morning'];studying;FALSE
U1176;Zahide Ayman;48;female;Academic;Assistant Professor;['Cappuccino', 'Macchiato', 'Cold Brew'];9;47.4;4.14;7;['morning'];relaxing;FALSE
